Title,Title,Category,Price,Instructor,Rating,Learners,Duration_Hours,Difficulty
Online Course,Coursera,additive-manufacturing-3d-printing,Free / Paid,Andrew Ng,4.6,190977,38,Advanced
Online Course,Coursera,address-business-issues-with-data-science,Free / Paid,IBM Team,4.9,382310,27,Intermediate
Online Course,Coursera,adelantate-a-la-crisis-elabora-el-bia-de-tu-negocio,Free / Paid,DeepLearning.AI,5,42369,15,Intermediate
ADHD: Everyday Strategies for Elementary Students,Coursera,adhd-treatment,Free / Paid,Industry Expert,4.710798511,2417,38,Advanced
Adjectives and Adjective Clauses,Coursera,adjective-clauses,Free / Paid,IBM Team,4.793103448,1247,35,Advanced
Online Course,Coursera,administracao-de-sistemas-servicos-infraestrutura-ti,Free / Paid,Jose Portilla,4.1,130296,33,Advanced
AdministraÃ§Ã£o Financeira,Coursera,administracao-financeira,Free / Paid,Google Cloud,4.836012862,933,18,Intermediate
AdministraciÃ³n Ã¡gil de proyectos,Coursera,administracin-agil-de-proyectos,Free / Paid,University Faculty,4.85046729,107,45,Advanced
Online Course,Coursera,administracin-de-datos-de-google-workspace-es,Free / Paid,Google Cloud,4.5,212292,28,Intermediate
Online Course,Coursera,administracin-de-recursos-y-usuarios-de-google-workspace-es,Free / Paid,Industry Expert,4.5,395362,9,Beginner
Online Course,Coursera,administracion-de-proyectos-capstone,Free / Paid,Google Cloud,4.9,157117,47,Advanced
AdministraciÃ³n de Recursos Humanos,Coursera,administracion-de-recursos-humanos,Free / Paid,Andrew Ng,4.836100696,1867,27,Intermediate
Online Course,Coursera,administracion-de-sistema-y-servicios-de-infraestructura,Free / Paid,Meta AI,3.6,294526,21,Intermediate
AdministraciÃ³n efectiva del tiempo,Coursera,administracion-efectiva-del-tiempo,Free / Paid,Google Cloud,4.730088496,226,19,Intermediate
AdministraciÃ³n EstratÃ©gica y Emprendedora,Coursera,administracion-estrategica,Free / Paid,Google Cloud,4.683989941,1193,23,Intermediate
AdministraciÃ³n de las TecnologÃ­as de la InformaciÃ³n,Coursera,administracion-tecnologias-informacion,Free / Paid,Meta AI,4.848275862,435,40,Advanced
Online Course,Coursera,administrasi-sistem-dan-layanan-infrastruktur-ti,Free / Paid,Industry Expert,4.5,274644,47,Advanced
Online Course,Coursera,administration-systeme-et-services-infrastructure-informatique,Free / Paid,IBM Team,4.1,498288,50,Advanced
Online Course,Coursera,administration-systeme-et-services-infrastructure-informatique-google,Free / Paid,DeepLearning.AI,4.1,130192,37,Advanced
AdministraciÃ³n financiera y su funciÃ³n en la empresa ,Coursera,admonfinanciera,Free / Paid,University Faculty,4.804571429,1750,43,Advanced
Online Course,Coursera,adobe-commerce-best-practice-use-cases-careers-case-study,Free / Paid,Google Cloud,4.9,200776,56,Advanced
Online Course,Coursera,adobe-commerce-introduction,Free / Paid,University Faculty,3.7,127144,34,Advanced
Online Course,Coursera,adobe-commerce-technology-concepts,Free / Paid,DeepLearning.AI,4.7,252907,26,Intermediate
Online Course,Coursera,adobe-digital-marketing,Free / Paid,Microsoft Learn,5,472553,50,Advanced
Online Course,Coursera,adobe-express-crash-course,Free / Paid,Meta AI,3.8,384384,38,Advanced
Online Course,Coursera,adobe-graphic-design,Free / Paid,Jose Portilla,3.8,482233,27,Intermediate
Online Course,Coursera,adobe-illustrator-basics-for-beginners,Free / Paid,University Faculty,4.3,125345,59,Advanced
Online Course,Coursera,adobe-illustrator-cc-lo092033,Free / Paid,Jose Portilla,3.6,135803,43,Advanced
Online Course,Coursera,adobe-illustrator-cc-lo092034,Free / Paid,Meta AI,4.3,67148,56,Advanced
Online Course,Coursera,adobe-illustrator-super-speed-boost-workflow-efficiency,Free / Paid,Google Cloud,4.5,456775,30,Intermediate
Online Course,Coursera,adobe-in-design-collaborative-design--workflow-mastery,Free / Paid,IBM Team,4.5,167252,11,Intermediate
Online Course,Coursera,adobe-indesign-cc-lo092023,Free / Paid,Google Cloud,5,119167,46,Advanced
Online Course,Coursera,adobe-indesign-cc-lo092024,Free / Paid,University Faculty,3.6,479340,53,Advanced
Online Course,Coursera,adobe-intro-dx-ecommerce,Free / Paid,Meta AI,4.5,370199,52,Advanced
Online Course,Coursera,adobe-lightroom-essentials-pt-1-editing-color-basics,Free / Paid,Google Cloud,4.9,170724,42,Advanced
Online Course,Coursera,adobe-lightroom-essentials-pt-2-organizing-masking-tools,Free / Paid,University Faculty,3.8,291044,58,Advanced
Online Course,Coursera,adobe-lightroom-essentials-pt-3-advanced-edits-presets,Free / Paid,Microsoft Learn,4.4,192519,30,Intermediate
Online Course,Coursera,adobe-photoshop-cc-lo092013,Free / Paid,Google Cloud,4.5,140191,38,Advanced
Online Course,Coursera,adobe-photoshop-cc-lo092014,Free / Paid,Microsoft Learn,4.4,222022,55,Advanced
Online Course,Coursera,adobe-photoshop-foundations,Free / Paid,Meta AI,4.1,296621,33,Advanced
Advancing Proficiency in U.S. Payroll Fundamentals,Coursera,adp-advancing-proficiency-in-us-payroll-fundamentals,Free / Paid,Industry Expert,4.88,50,25,Intermediate
"Benefits: Financial Protection, Growth & Assistance",Coursera,adp-benefits-financial-protection-growth-and-assistance,Free / Paid,Meta AI,4.923076923,13,50,Advanced
Online Course,Coursera,adp-benefits-health-wellness-work-and-lifestyle,Free / Paid,Industry Expert,4.7,23843,41,Advanced
Online Course,Coursera,adp-compensation-job-evaluations-and-pay-structures,Free / Paid,Meta AI,4.7,423087,59,Advanced
Essential Skills for Comp & Benefits Professionals,Coursera,adp-essential-skills-for-comp-benefits-professional,Free / Paid,IBM Team,4.421052632,19,47,Advanced
Online Course,Coursera,adp-exploring-the-field-payroll,Free / Paid,Google Cloud,4.2,86457,21,Intermediate
Online Course,Coursera,adp-fundamentals-of-benefit-strategies,Free / Paid,Industry Expert,5,250432,6,Beginner
Online Course,Coursera,adp-fundamentals-of-compensation-strategies,Free / Paid,University Faculty,4.5,314236,26,Intermediate
The Payroll Cycle,Coursera,adp-the-payroll-cycle,Free / Paid,Industry Expert,4.703703704,108,18,Intermediate
The Payroll Professional,Coursera,adp-the-payroll-professional,Free / Paid,IBM Team,4.704797048,542,50,Advanced
Total Rewards & the Role of Compensation & Benefits,Coursera,adp-total-rewards-and-role-of-comp-and-benefits,Free / Paid,Jose Portilla,4.573529412,68,7,Beginner
Online Course,Coursera,adv-reproducibility-cancer-informatics,Free / Paid,Andrew Ng,3.6,222525,18,Intermediate
Online Course,Coursera,advance-automation-playbooks-role-workflow-automation,Free / Paid,Andrew Ng,4.2,169535,20,Intermediate
Online Course,Coursera,advance-kotlin-for-multi-platform-development,Free / Paid,IBM Team,4.8,106678,35,Advanced
Online Course,Coursera,advanced-3d-animation-in-unreal-engine-character-movement,Free / Paid,Google Cloud,5,457915,16,Intermediate
Online Course,Coursera,advanced-accessibility-for-digital-products,Free / Paid,IBM Team,4.7,78982,45,Advanced
Online Course,Coursera,advanced-agile-for-product-managers-scaling-agile-teams,Free / Paid,DeepLearning.AI,3.7,105236,17,Intermediate
Online Course,Coursera,advanced-ai-and-machine-learning-techniques-and-capstone,Free / Paid,DeepLearning.AI,4.4,223868,13,Intermediate
Advanced AI Techniques for the Supply Chain,Coursera,advanced-ai-techniques-for-the-supply-chain,Free / Paid,Meta AI,3.2,15,59,Advanced
Online Course,Coursera,advanced-algorithms-and-complexity,Free / Paid,University Faculty,4.2,387459,18,Intermediate
Online Course,Coursera,advanced-alm-strategies-with-azure-devops-and-github-integra,Free / Paid,Andrew Ng,4.3,247563,18,Intermediate
Online Course,Coursera,advanced-analytics-ai-integration-optimization-microsoft-fabric,Free / Paid,University Faculty,3.9,343031,11,Intermediate
Advanced Analytics with Power BI,Coursera,advanced-analytics-with-power-bi,Free / Paid,Industry Expert,4.090909091,11,6,Beginner
Advanced Angular Development,Coursera,advanced-angular-development,Free / Paid,University Faculty,4.083333333,12,5,Beginner
Advanced Angular Topics,Coursera,advanced-angular-topics,Free / Paid,IBM Team,4.133333333,15,22,Intermediate
Online Course,Coursera,advanced-api-technologies,Free / Paid,Andrew Ng,4.5,213635,38,Advanced
Online Course,Coursera,advanced-appium-scalable-mobile-test-automation,Free / Paid,Jose Portilla,3.9,261007,48,Advanced
Advanced Application Management with Red Hat OpenShift,Coursera,advanced-application-management-with-red-hat-openshift,Free / Paid,IBM Team,4.617647059,68,37,Advanced
Online Course,Coursera,advanced-architectures-in-embedded-software-design,Free / Paid,University Faculty,4.3,424282,58,Advanced
Online Course,Coursera,advanced-armv8-m-features,Free / Paid,DeepLearning.AI,4.9,192078,53,Advanced
Online Course,Coursera,advanced-blockchain-architecture,Free / Paid,Microsoft Learn,3.5,418927,50,Advanced
Online Course,Coursera,advanced-branding-in-canva,Free / Paid,University Faculty,4.9,368901,42,Advanced
Online Course,Coursera,advanced-bsp-development-with-embedded-c,Free / Paid,DeepLearning.AI,4.7,301331,49,Advanced
Advanced Business Analysis: Elicitation & Analysis,Coursera,advanced-business-analysis-elicitation-analysis,Free / Paid,Google Cloud,4.846153846,78,20,Intermediate
Online Course,Coursera,advanced-c-language-features--object-oriented-programming,Free / Paid,Jose Portilla,4.6,32032,30,Intermediate
Online Course,Coursera,advanced-c-plus-plus-modern-practices,Free / Paid,University Faculty,5,258081,15,Intermediate
Advanced C# Programming in .NET Core,Coursera,advanced-c-programming-in-net-core,Free / Paid,Microsoft Learn,4.544554455,101,5,Beginner
Online Course,Coursera,advanced-capstone-spacecraft-dynamics-control-project,Free / Paid,Industry Expert,3.7,382253,23,Intermediate
Online Course,Coursera,advanced-clinical-data-science,Free / Paid,Google Cloud,3.6,151339,9,Beginner
Online Course,Coursera,advanced-clinical-decisions-emergency-care-training,Free / Paid,IBM Team,4.1,330741,24,Intermediate
Online Course,Coursera,advanced-closing-tactics-for-high-value-deals,Free / Paid,Jose Portilla,5,73415,58,Advanced
Advanced Communication Strategies,Coursera,advanced-communication-strategies,Free / Paid,Industry Expert,4.821428571,28,18,Intermediate
Advanced Competitive Strategy,Coursera,advanced-competitive-strategy,Free / Paid,Meta AI,4.717366629,881,32,Advanced
é«é¶ç«äºç­ç¥ï¼ä¸­æçï¼,Coursera,advanced-competitive-strategy-zh,Free / Paid,Meta AI,4.841584158,101,24,Intermediate
Advanced Computer Vision with TensorFlow,Coursera,advanced-computer-vision-with-tensorflow,Free / Paid,Google Cloud,4.733962264,530,19,Intermediate
Online Course,Coursera,advanced-concepts-in-react-native-development,Free / Paid,Industry Expert,4.5,469734,44,Advanced
Online Course,Coursera,advanced-content-marketing-strategies-and-tactics,Free / Paid,IBM Team,4.2,406017,46,Advanced
Online Course,Coursera,advanced-contract-testing-with-pact-and-beyond,Free / Paid,University Faculty,3.8,134797,51,Advanced
Advanced Creative Thinking and AI: Tools for Success,Coursera,advanced-creative-thinking,Free / Paid,IBM Team,4.684684685,111,14,Intermediate
Online Course,Coursera,advanced-credit-risk-modeling-it-sector,Free / Paid,Meta AI,4.1,50575,12,Intermediate
Online Course,Coursera,advanced-css-techniques-and-responsive-design,Free / Paid,Andrew Ng,4.5,343100,9,Beginner
Online Course,Coursera,advanced-cybersecurity-concepts-and-capstone-project,Free / Paid,Meta AI,4,468258,58,Advanced
Online Course,Coursera,advanced-cybersecurity-risk-management,Free / Paid,Industry Expert,4.2,18772,45,Advanced
Online Course,Coursera,advanced-cybersecurity-techniques,Free / Paid,Microsoft Learn,4.9,347844,22,Intermediate
Online Course,Coursera,advanced-cybersecurity-topics,Free / Paid,Google Cloud,4.2,54087,20,Intermediate
Online Course,Coursera,advanced-cypress-testing,Free / Paid,Industry Expert,4,243339,56,Advanced
Advanced Data Analysis and Collaboration in Qlik Sense ,Coursera,advanced-data-analysis-and-collaboration-in-qlik-sense,Free / Paid,IBM Team,4.875,16,27,Intermediate
Advanced Data Analysis & Visualization with Copilot in Excel,Coursera,advanced-data-analysis-and-visualization-with-copilot-in-excel,Free / Paid,Microsoft Learn,4.333333333,33,20,Intermediate
Online Course,Coursera,advanced-data-analysis-with-chatgpt,Free / Paid,IBM Team,4.4,120770,57,Advanced
Advanced Data Analysis with Generative AI,Coursera,advanced-data-analysis-with-generative-ai,Free / Paid,University Faculty,4.333333333,21,46,Advanced
Online Course,Coursera,advanced-data-applications-and-integration,Free / Paid,Industry Expert,3.8,306621,41,Advanced
Online Course,Coursera,advanced-data-engineering,Free / Paid,IBM Team,4.4,32616,11,Intermediate
Advanced Data Engineering with Snowflake,Coursera,advanced-data-engineering-with-snowflake,Free / Paid,Google Cloud,4.833333333,18,18,Intermediate
Online Course,Coursera,advanced-data-handling-and-reactive-programming-concepts,Free / Paid,DeepLearning.AI,3.7,218091,35,Advanced
Advanced Data Modeling,Coursera,advanced-data-modeling,Free / Paid,Microsoft Learn,4.342857143,105,46,Advanced
Online Course,Coursera,advanced-data-science-techniques-with-aws-integration,Free / Paid,Andrew Ng,4.2,399496,17,Intermediate
Advanced Data Structures in Java,Coursera,advanced-data-structures,Free / Paid,Jose Portilla,4.757453666,1241,47,Advanced
"Advanced Data Structures, RSA and Quantum Algorithms",Coursera,advanced-data-structures-rsa-and-quantum-algorithms,Free / Paid,Microsoft Learn,4.690909091,55,19,Intermediate
Online Course,Coursera,advanced-data-techniques-for-enterprise-ai-systems,Free / Paid,Google Cloud,4.9,396791,48,Advanced
Online Course,Coursera,advanced-data-testing-for-quality-at-scale,Free / Paid,DeepLearning.AI,4.7,92787,34,Advanced
Online Course,Coursera,advanced-data-visualization-matplotlib-mastery,Free / Paid,Jose Portilla,3.6,392450,21,Intermediate
Online Course,Coursera,advanced-data-visualization-with-tableau,Free / Paid,Microsoft Learn,4,117980,27,Intermediate
Advanced Data Visualization with Tableau,Coursera,advanced-data-visualization-with-tableau-public,Free / Paid,Jose Portilla,4.855769231,104,12,Intermediate
Online Course,Coursera,advanced-deep-learning-methods-healthcare,Free / Paid,Industry Expert,4.5,85895,17,Intermediate
Advanced Deep Learning Techniques for Computer Vision,Coursera,advanced-deep-learning-techniques-computer-vision,Free / Paid,Andrew Ng,4.866666667,15,47,Advanced
Deep Learning with PyTorch,Coursera,advanced-deep-learning-with-pytorch,Free / Paid,Google Cloud,4.487179487,78,32,Advanced
Online Course,Coursera,advanced-deployment-scenarios-tensorflow,Free / Paid,Jose Portilla,4.2,456817,37,Advanced
Online Course,Coursera,advanced-emotional-intelligence,Free / Paid,DeepLearning.AI,4.6,453525,41,Advanced
Siemens NX Mastery: Advanced Design & Applications,Coursera,advanced-engineering-design-with-nx,Free / Paid,Meta AI,4.41025641,39,36,Advanced
Advanced Ethical Hacking & Cybersecurity,Coursera,advanced-ethical-hacking-cybersecurity,Free / Paid,Industry Expert,4.72,50,10,Beginner
Online Course,Coursera,advanced-excel,Free / Paid,Andrew Ng,4.2,324809,58,Advanced
Online Course,Coursera,advanced-features-polish-pinball-game-ue,Free / Paid,University Faculty,4.9,28577,21,Intermediate
Online Course,Coursera,advanced-financial-analysis-and-credit-risk-modeling,Free / Paid,Meta AI,3.8,109069,12,Intermediate
Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements,Coursera,advanced-financial-reporting,Free / Paid,Google Cloud,4.665354331,254,13,Intermediate
Advanced Functional Ceramics,Coursera,advanced-functional-ceramics,Free / Paid,Microsoft Learn,4.672955975,159,7,Beginner
Online Course,Coursera,advanced-genai-development-practices,Free / Paid,University Faculty,4.6,134579,49,Advanced
Online Course,Coursera,advanced-genai-tools-course,Free / Paid,Microsoft Learn,4.3,182312,60,Advanced
Online Course,Coursera,advanced-git-features,Free / Paid,DeepLearning.AI,4.8,284313,24,Intermediate
Online Course,Coursera,advanced-git-workflows-for-developers,Free / Paid,Andrew Ng,3.5,432463,31,Advanced
Online Course,Coursera,advanced-goal-setting,Free / Paid,Microsoft Learn,5,224767,27,Intermediate
Online Course,Coursera,advanced-golang-concepts,Free / Paid,DeepLearning.AI,3.8,410222,17,Intermediate
Online Course,Coursera,advanced-grammar-project,Free / Paid,Google Cloud,4.1,192946,39,Advanced
Online Course,Coursera,advanced-grap-ql-for-developers,Free / Paid,DeepLearning.AI,3.5,122886,33,Advanced
Online Course,Coursera,advanced-guide-to-adobe-indesign-cc-books--brochures,Free / Paid,Google Cloud,4.9,119209,44,Advanced
Online Course,Coursera,advanced-guide-to-adobe-indesign-cc-pro-styles--layouts,Free / Paid,Jose Portilla,4.8,91138,18,Intermediate
Online Course,Coursera,advanced-guide-to-adobe-indesign-cc-tables--effects,Free / Paid,Jose Portilla,3.6,203906,22,Intermediate
Online Course,Coursera,advanced-hibernate-techniques-course,Free / Paid,Google Cloud,4.8,211809,23,Intermediate
Online Course,Coursera,advanced-information-literacy,Free / Paid,Google Cloud,4.9,466058,23,Intermediate
Advanced IoT Systems Integration and Industrial Applications,Coursera,advanced-iot-systems-and-industrial-applications-course-3,Free / Paid,Andrew Ng,4.583333333,12,59,Advanced
Online Course,Coursera,advanced-itsm-with-servicenow-optimizing-it-operations,Free / Paid,Microsoft Learn,3.9,61949,42,Advanced
Advanced Java,Coursera,advanced-java,Free / Paid,Andrew Ng,4.470588235,51,13,Intermediate
